donor,path,sha256,language,kind,symbol,line,snippet
Hiddify-Manager-dev,other/speedtest/assets/js/app-2.5.4.js,1c2abd138e9a4f662daace9ee1513a0e0f13fc0f24739db1b92fcb663281b0a5,javascript,function,func,36,function func() {
Hiddify-Manager-dev,other/speedtest/assets/js/app-2.5.4.js,1c2abd138e9a4f662daace9ee1513a0e0f13fc0f24739db1b92fcb663281b0a5,javascript,variable,fading,46,"var fading = window.setInterval(func, interval);"
Hiddify-Manager-dev,other/speedtest/assets/js/app-2.5.4.js,1c2abd138e9a4f662daace9ee1513a0e0f13fc0f24739db1b92fcb663281b0a5,javascript,variable,easeOutQuint,48,"var easeOutQuint = function (t, b, c, d) {"
Hiddify-Manager-dev,other/speedtest/assets/js/app-2.5.4.js,1c2abd138e9a4f662daace9ee1513a0e0f13fc0f24739db1b92fcb663281b0a5,javascript,variable,easeOutCubic,53,"var easeOutCubic = function (t, b, c, d) {"
Hiddify-Manager-dev,other/speedtest/assets/js/app-2.5.4.js,1c2abd138e9a4f662daace9ee1513a0e0f13fc0f24739db1b92fcb663281b0a5,javascript,variable,openSpeedtestShow,58,var openSpeedtestShow = function () {
Hiddify-Manager-dev,other/speedtest/assets/js/app-2.5.4.js,1c2abd138e9a4f662daace9ee1513a0e0f13fc0f24739db1b92fcb663281b0a5,javascript,variable,Self,128,var Self = this;
Hiddify-Manager-dev,other/speedtest/assets/js/app-2.5.4.js,1c2abd138e9a4f662daace9ee1513a0e0f13fc0f24739db1b92fcb663281b0a5,javascript,variable,Self,148,var Self = this;
Hiddify-Manager-dev,other/speedtest/assets/js/app-2.5.4.js,1c2abd138e9a4f662daace9ee1513a0e0f13fc0f24739db1b92fcb663281b0a5,javascript,function,uiLoaded,155,function uiLoaded(argument) {
Hiddify-Manager-dev,other/speedtest/assets/js/app-2.5.4.js,1c2abd138e9a4f662daace9ee1513a0e0f13fc0f24739db1b92fcb663281b0a5,javascript,variable,Self,188,var Self = this;
Hiddify-Manager-dev,other/speedtest/assets/js/app-2.5.4.js,1c2abd138e9a4f662daace9ee1513a0e0f13fc0f24739db1b92fcb663281b0a5,javascript,variable,Graphelement,191,var Graphelement = this.graphc1.el;
Hiddify-Manager-dev,other/speedtest/assets/js/app-2.5.4.js,1c2abd138e9a4f662daace9ee1513a0e0f13fc0f24739db1b92fcb663281b0a5,javascript,function,calcMeasure,206,function calcMeasure() {
