donor,directory,direct_files,direct_dirs
3xui-telegram-bot-main,.,8,6
3xui-telegram-bot-main,utils,7,0
3xui-telegram-bot-main,keyboards,1,0
3xui-telegram-bot-main,handlers,8,0
3xui-telegram-bot-main,scripts,4,0
3xui-telegram-bot-main,services,2,0
3xui-telegram-bot-main,middlewares,2,0
AgentDNS-main,.,10,2
AgentDNS-main,resources,1,0
AgentDNS-main,deployment,2,0
Auto_Tor_IP_changer-master(2),.,3,0
BPB-Warp-Scanner-main,.,13,1
BPB-Warp-Scanner-main,.github,0,1
BPB-Warp-Scanner-main,.github/workflows,1,0
BWLimiter-main,.,6,1
BWLimiter-main,systemd,1,0
DNS-Persist-master,.,4,3
DNS-Persist-master,images,5,0
DNS-Persist-master,modules,3,0
DNS-Persist-master,Agent,1,1
DNS-Persist-master,Agent/Agent,17,0
Go-netowrking-tools-main,.,1,2
Go-netowrking-tools-main,tcp-scanners-proxies,1,1
Go-netowrking-tools-main,tcp-scanners-proxies/cmd,0,2
Go-netowrking-tools-main,tcp-scanners-proxies/cmd/portScanner,1,0
Go-netowrking-tools-main,tcp-scanners-proxies/cmd/tcpProxy,1,0
Go-netowrking-tools-main,HTTP-CLIENTS-REMOTE-INTERACTIONS,0,1
Go-netowrking-tools-main,HTTP-CLIENTS-REMOTE-INTERACTIONS/cmd,0,1
Go-netowrking-tools-main,HTTP-CLIENTS-REMOTE-INTERACTIONS/cmd/httpApiCall,1,0
GodMode-main,.,12,7
GodMode-main,src,0,8
GodMode-main,src/settings,3,1
GodMode-main,src/settings/archive,1,0
GodMode-main,src/images,14,0
GodMode-main,src/providers,21,0
GodMode-main,src/components,2,0
GodMode-main,src/main,5,0
GodMode-main,src/renderer,9,1
GodMode-main,src/renderer/components,1,1
GodMode-main,src/renderer/components/ui,4,0
GodMode-main,src/lib,3,0
GodMode-main,src/__tests__,1,0
GodMode-main,images,5,0
GodMode-main,.github,0,2
GodMode-main,.github/workflows,1,0
GodMode-main,.github/ISSUE_TEMPLATE,2,0
GodMode-main,assets,8,1
GodMode-main,assets/icons,10,0
GodMode-main,scripts,0,4
GodMode-main,scripts/configs,10,0
GodMode-main,scripts/scripts,11,0
GodMode-main,scripts/mocks,1,0
GodMode-main,scripts/img,3,0
GodMode-main,release,0,1
GodMode-main,release/app,2,0
GodMode-main,build,1,0
GoodbyeDPI-master,.,4,2
GoodbyeDPI-master,src,16,1
GoodbyeDPI-master,src/utils,5,0
GoodbyeDPI-master,.github,0,2
GoodbyeDPI-master,.github/workflows,1,0
GoodbyeDPI-master,.github/ISSUE_TEMPLATE,3,0
InterceptSuite-main,.,2,0
InviZible-master,.,9,10
InviZible-master,fastlane,0,1
InviZible-master,fastlane/metadata,0,1
InviZible-master,fastlane/metadata/android,0,4
InviZible-master,fastlane/metadata/android/ru,2,0
InviZible-master,fastlane/metadata/android/zh-CN,3,0
InviZible-master,fastlane/metadata/android/en-US,3,2
InviZible-master,fastlane/metadata/android/en-US/images,3,2
InviZible-master,fastlane/metadata/android/en-US/images/phoneScreenshots,4,0
InviZible-master,fastlane/metadata/android/en-US/images/tvScreenshots,4,0
InviZible-master,fastlane/metadata/android/en-US/changelogs,210,0
InviZible-master,fastlane/metadata/android/de,1,0
InviZible-master,tordnscrypt,4,2
InviZible-master,tordnscrypt/src,0,10
InviZible-master,tordnscrypt/src/google_play,2,2
InviZible-master,tordnscrypt/src/google_play/res,0,8
InviZible-master,tordnscrypt/src/google_play/res/mipmap-xxhdpi,3,0
InviZible-master,tordnscrypt/src/google_play/res/mipmap-anydpi-v26,2,0
InviZible-master,tordnscrypt/src/google_play/res/drawable,1,0
InviZible-master,tordnscrypt/src/google_play/res/mipmap-xhdpi,3,0
InviZible-master,tordnscrypt/src/google_play/res/mipmap-xxxhdpi,3,0
InviZible-master,tordnscrypt/src/google_play/res/mipmap-mdpi,3,0
InviZible-master,tordnscrypt/src/google_play/res/mipmap-hdpi,3,0
InviZible-master,tordnscrypt/src/google_play/res/values,2,0
InviZible-master,tordnscrypt/src/google_play/java,0,1
InviZible-master,tordnscrypt/src/google_play/java/pan,0,1
InviZible-master,tordnscrypt/src/google_play/java/pan/alexander,0,1
InviZible-master,tordnscrypt/src/google_play/java/pan/alexander/tordnscrypt,0,1
InviZible-master,tordnscrypt/src/google_play/java/pan/alexander/tordnscrypt/assistance,1,0
InviZible-master,tordnscrypt/src/pro,0,2
InviZible-master,tordnscrypt/src/pro/res,0,8
InviZible-master,tordnscrypt/src/pro/res/mipmap-xxhdpi,3,0
InviZible-master,tordnscrypt/src/pro/res/mipmap-anydpi-v26,2,0
InviZible-master,tordnscrypt/src/pro/res/drawable,1,0
InviZible-master,tordnscrypt/src/pro/res/mipmap-xhdpi,3,0
InviZible-master,tordnscrypt/src/pro/res/mipmap-xxxhdpi,3,0
InviZible-master,tordnscrypt/src/pro/res/mipmap-mdpi,3,0
InviZible-master,tordnscrypt/src/pro/res/mipmap-hdpi,3,0
InviZible-master,tordnscrypt/src/pro/res/values,2,0
InviZible-master,tordnscrypt/src/pro/java,0,1
InviZible-master,tordnscrypt/src/pro/java/pan,0,1
InviZible-master,tordnscrypt/src/pro/java/pan/alexander,0,1
InviZible-master,tordnscrypt/src/pro/java/pan/alexander/tordnscrypt,0,1
InviZible-master,tordnscrypt/src/pro/java/pan/alexander/tordnscrypt/assistance,1,0
InviZible-master,tordnscrypt/src/armv7a,0,1
InviZible-master,tordnscrypt/src/armv7a/assets,1,0
InviZible-master,tordnscrypt/src/lite,0,2
InviZible-master,tordnscrypt/src/lite/res,0,8
InviZible-master,tordnscrypt/src/lite/res/mipmap-xxhdpi,3,0
InviZible-master,tordnscrypt/src/lite/res/mipmap-anydpi-v26,2,0
InviZible-master,tordnscrypt/src/lite/res/drawable,1,0
InviZible-master,tordnscrypt/src/lite/res/mipmap-xhdpi,3,0
InviZible-master,tordnscrypt/src/lite/res/mipmap-xxxhdpi,3,0
InviZible-master,tordnscrypt/src/lite/res/mipmap-mdpi,3,0
InviZible-master,tordnscrypt/src/lite/res/mipmap-hdpi,3,0
InviZible-master,tordnscrypt/src/lite/res/values,2,0
InviZible-master,tordnscrypt/src/lite/java,0,1
InviZible-master,tordnscrypt/src/lite/java/pan,0,1
InviZible-master,tordnscrypt/src/lite/java/pan/alexander,0,1
InviZible-master,tordnscrypt/src/lite/java/pan/alexander/tordnscrypt,0,1
InviZible-master,tordnscrypt/src/lite/java/pan/alexander/tordnscrypt/assistance,1,0
InviZible-master,tordnscrypt/src/arm64,0,1
InviZible-master,tordnscrypt/src/arm64/assets,1,0
InviZible-master,tordnscrypt/src/main,2,4
InviZible-master,tordnscrypt/src/main/jni,0,1
InviZible-master,tordnscrypt/src/main/jni/invizible,11,0
InviZible-master,tordnscrypt/src/main/assets,4,0
InviZible-master,tordnscrypt/src/main/res,0,52
InviZible-master,tordnscrypt/src/main/res/values-uk,1,0
InviZible-master,tordnscrypt/src/main/res/values-fi,1,0
InviZible-master,tordnscrypt/src/main/res/values-fr,1,0
InviZible-master,tordnscrypt/src/main/res/values-fa,1,0
InviZible-master,tordnscrypt/src/main/res/values-ja,1,0
InviZible-master,tordnscrypt/src/main/res/drawable-hdpi,11,0
InviZible-master,tordnscrypt/src/main/res/values-or,1,0
InviZible-master,tordnscrypt/src/main/res/values-cs,1,0
InviZible-master,tordnscrypt/src/main/res/values-ckb,1,0
InviZible-master,tordnscrypt/src/main/res/values-ro,1,0
InviZible-master,tordnscrypt/src/main/res/xml,8,0
InviZible-master,tordnscrypt/src/main/res/values-night,1,0
InviZible-master,tordnscrypt/src/main/res/values-ta,1,0
InviZible-master,tordnscrypt/src/main/res/values-v21,1,0
InviZible-master,tordnscrypt/src/main/res/values-sw360dp-v13,1,0
InviZible-master,tordnscrypt/src/main/res/values-land,1,0
InviZible-master,tordnscrypt/src/main/res/values-zh,1,0
InviZible-master,tordnscrypt/src/main/res/mipmap-xxhdpi,3,0
InviZible-master,tordnscrypt/src/main/res/values-ar,1,0
InviZible-master,tordnscrypt/src/main/res/values-de,1,0
InviZible-master,tordnscrypt/src/main/res/layout-land,5,0
InviZible-master,tordnscrypt/src/main/res/values-ru,1,0
InviZible-master,tordnscrypt/src/main/res/values-nb-rNO,1,0
InviZible-master,tordnscrypt/src/main/res/values-nl,1,0
InviZible-master,tordnscrypt/src/main/res/mipmap-anydpi-v26,2,0
InviZible-master,tordnscrypt/src/main/res/drawable,61,0
InviZible-master,tordnscrypt/src/main/res/mipmap-xhdpi,3,0
InviZible-master,tordnscrypt/src/main/res/mipmap-xxxhdpi,3,0
InviZible-master,tordnscrypt/src/main/res/menu,4,0
InviZible-master,tordnscrypt/src/main/res/values-in,1,0
InviZible-master,tordnscrypt/src/main/res/drawable-xhdpi,11,0
InviZible-master,tordnscrypt/src/main/res/raw,12,0
InviZible-master,tordnscrypt/src/main/res/drawable-xxhdpi,11,0
InviZible-master,tordnscrypt/src/main/res/drawable-anydpi-v23,2,0
InviZible-master,tordnscrypt/src/main/res/values-pt,1,0
InviZible-master,tordnscrypt/src/main/res/values-ml,1,0
InviZible-master,tordnscrypt/src/main/res/values-el,1,0
InviZible-master,tordnscrypt/src/main/res/values-sr,1,0
InviZible-master,tordnscrypt/src/main/res/mipmap-mdpi,3,0
InviZible-master,tordnscrypt/src/main/res/mipmap-hdpi,3,0
InviZible-master,tordnscrypt/src/main/res/values-pt-rBR,1,0
InviZible-master,tordnscrypt/src/main/res/values-pl,1,0
InviZible-master,tordnscrypt/src/main/res/values-bg,1,0
InviZible-master,tordnscrypt/src/main/res/layout,47,0
InviZible-master,tordnscrypt/src/main/res/values,6,0
InviZible-master,tordnscrypt/src/main/res/values-vi,1,0
InviZible-master,tordnscrypt/src/main/res/values-da,1,0
InviZible-master,tordnscrypt/src/main/res/drawable-xxxhdpi,7,0
InviZible-master,tordnscrypt/src/main/res/values-it,1,0
InviZible-master,tordnscrypt/src/main/res/values-es,1,0
InviZible-master,tordnscrypt/src/main/res/drawable-mdpi,11,0
InviZible-master,tordnscrypt/src/main/res/values-tr,1,0
InviZible-master,tordnscrypt/src/main/java,0,1
InviZible-master,tordnscrypt/src/main/java/pan,0,1
InviZible-master,tordnscrypt/src/main/java/pan/alexander,0,1
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt,9,26
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/di,13,4
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/di/arp,2,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/di/tiles,2,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/di/logreader,4,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/di/modulesservice,3,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/main_fragment,2,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/arp,10,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/settings,8,11
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/settings/itpd_settings,4,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/settings/dnscrypt_relays,8,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/settings/dnscrypt_rules,3,5
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/settings/dnscrypt_rules/recycler,2,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/settings/dnscrypt_rules/receiver,1,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/settings/dnscrypt_rules/local,4,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/settings/dnscrypt_rules/existing,2,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/settings/dnscrypt_rules/remote,4,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/settings/tor_ips,8,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/settings/dnscrypt_settings,2,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/settings/tor_countries,3,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/settings/dnscrypt_servers,8,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/settings/tor_preferences,2,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/settings/tor_bridges,11,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/settings/firewall,8,1
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/settings/firewall/adapter,2,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/settings/tor_apps,4,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/vpn,8,1
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/vpn/service,7,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/itpd_fragment,5,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/utils,5,26
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/utils/resources,2,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/utils/integrity,1,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/utils/appexit,1,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/utils/enums,8,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/utils/root,5,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/utils/logger,1,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/utils/filemanager,6,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/utils/apps,2,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/utils/delegates,1,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/utils/workers,2,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/utils/dns,9,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/utils/bootcomplete,1,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/utils/parsers,3,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/utils/mode,2,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/utils/web,3,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/utils/session,2,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/utils/portchecker,1,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/utils/connectivitycheck,1,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/utils/ap,2,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/utils/notification,2,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/utils/privatedns,1,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/utils/zipUtil,1,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/utils/wakelock,1,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/utils/preferences,3,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/utils/executors,2,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/utils/connectionchecker,4,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/modules,18,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/help,3,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/proxy,2,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/patches,3,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/installer,11,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/tiles,8,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/views,2,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/dnscrypt_fragment,5,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/crash_handling,1,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/about,1,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/nflog,3,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/backup,6,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/iptables,9,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/dialogs,20,1
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/dialogs/progressDialogs,4,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/update,3,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/data,0,11
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/data/resources,1,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/data/bridges,10,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/data/dns_rules,3,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/data/dnscrypt_relays,3,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/data/connection_checker,3,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/data/dns_resolver,3,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/data/log_reader,3,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/data/dnscrypt_servers,3,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/data/preferences,3,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/data/modules_configuration,1,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/data/connection_records,3,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/language,3,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/domain,0,11
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/domain/resources,1,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/domain/bridges,11,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/domain/dns_rules,5,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/domain/dnscrypt_relays,2,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/domain/tor_ips,2,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/domain/connection_checker,4,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/domain/dns_resolver,3,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/domain/log_reader,10,3
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/domain/log_reader/dnscrypt,3,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/domain/log_reader/tor,3,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/domain/log_reader/itpd,6,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/domain/dnscrypt_servers,2,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/domain/preferences,2,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/domain/connection_records,6,1
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/domain/connection_records/entities,3,0
InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/tor_fragment,5,0
InviZible-master,tordnscrypt/src/debug,1,1
InviZible-master,tordnscrypt/src/debug/java,0,1
InviZible-master,tordnscrypt/src/debug/java/pan,0,1
InviZible-master,tordnscrypt/src/debug/java/pan/alexander,0,1
InviZible-master,tordnscrypt/src/debug/java/pan/alexander/tordnscrypt,0,1
InviZible-master,tordnscrypt/src/debug/java/pan/alexander/tordnscrypt/utils,0,1
InviZible-master,tordnscrypt/src/debug/java/pan/alexander/tordnscrypt/utils/multidex,1,0
InviZible-master,tordnscrypt/src/fdroid,1,2
InviZible-master,tordnscrypt/src/fdroid/res,0,8
InviZible-master,tordnscrypt/src/fdroid/res/mipmap-xxhdpi,3,0
InviZible-master,tordnscrypt/src/fdroid/res/mipmap-anydpi-v26,2,0
InviZible-master,tordnscrypt/src/fdroid/res/drawable,1,0
InviZible-master,tordnscrypt/src/fdroid/res/mipmap-xhdpi,3,0
InviZible-master,tordnscrypt/src/fdroid/res/mipmap-xxxhdpi,3,0
InviZible-master,tordnscrypt/src/fdroid/res/mipmap-mdpi,3,0
InviZible-master,tordnscrypt/src/fdroid/res/mipmap-hdpi,3,0
InviZible-master,tordnscrypt/src/fdroid/res/values,2,0
InviZible-master,tordnscrypt/src/fdroid/java,0,1
InviZible-master,tordnscrypt/src/fdroid/java/pan,0,1
InviZible-master,tordnscrypt/src/fdroid/java/pan/alexander,0,1
InviZible-master,tordnscrypt/src/fdroid/java/pan/alexander/tordnscrypt,0,1
InviZible-master,tordnscrypt/src/fdroid/java/pan/alexander/tordnscrypt/assistance,1,0
InviZible-master,tordnscrypt/src/beta,1,2
InviZible-master,tordnscrypt/src/beta/res,0,8
InviZible-master,tordnscrypt/src/beta/res/mipmap-xxhdpi,3,0
InviZible-master,tordnscrypt/src/beta/res/mipmap-anydpi-v26,2,0
InviZible-master,tordnscrypt/src/beta/res/drawable,1,0
InviZible-master,tordnscrypt/src/beta/res/mipmap-xhdpi,3,0
InviZible-master,tordnscrypt/src/beta/res/mipmap-xxxhdpi,3,0
InviZible-master,tordnscrypt/src/beta/res/mipmap-mdpi,3,0
InviZible-master,tordnscrypt/src/beta/res/mipmap-hdpi,3,0
InviZible-master,tordnscrypt/src/beta/res/values,2,0
InviZible-master,tordnscrypt/src/beta/java,0,1
InviZible-master,tordnscrypt/src/beta/java/pan,0,1
InviZible-master,tordnscrypt/src/beta/java/pan/alexander,0,1
InviZible-master,tordnscrypt/src/beta/java/pan/alexander/tordnscrypt,0,1
InviZible-master,tordnscrypt/src/beta/java/pan/alexander/tordnscrypt/assistance,1,0
InviZible-master,tordnscrypt/src/release,0,1
InviZible-master,tordnscrypt/src/release/java,0,1
InviZible-master,tordnscrypt/src/release/java/pan,0,1
InviZible-master,tordnscrypt/src/release/java/pan/alexander,0,1
InviZible-master,tordnscrypt/src/release/java/pan/alexander/tordnscrypt,0,1
InviZible-master,tordnscrypt/src/release/java/pan/alexander/tordnscrypt/utils,0,1
InviZible-master,tordnscrypt/src/release/java/pan/alexander/tordnscrypt/utils/multidex,1,0
InviZible-master,tordnscrypt/libs,3,3
InviZible-master,tordnscrypt/libs/x86_64,8,0
InviZible-master,tordnscrypt/libs/armeabi-v7a,8,0
InviZible-master,tordnscrypt/libs/arm64-v8a,8,0
InviZible-master,gradle,0,1
InviZible-master,gradle/wrapper,2,0
InviZible-master,Wiki,0,1
InviZible-master,Wiki/Screenshots,0,15
InviZible-master,Wiki/Screenshots/Real time connections Log,1,0
InviZible-master,Wiki/Screenshots/InviZible-Telegram,2,0
InviZible-master,Wiki/Screenshots/Operation modes,2,0
InviZible-master,Wiki/Screenshots/VPN over Tor,1,2
InviZible-master,Wiki/Screenshots/VPN over Tor/Root mode,9,0
InviZible-master,Wiki/Screenshots/VPN over Tor/Proxy mode,6,0
InviZible-master,Wiki/Screenshots/Options,0,12
InviZible-master,Wiki/Screenshots/Options/Tor circuits isolation,1,0
InviZible-master,Wiki/Screenshots/Options/Fix TTL,5,0
InviZible-master,Wiki/Screenshots/Options/Using I2P outproxy,4,0
InviZible-master,Wiki/Screenshots/Options/Spoof SNI,2,0
InviZible-master,Wiki/Screenshots/Options/Hotspot,7,0
InviZible-master,Wiki/Screenshots/Options/Bootstrap resolvers,1,0
InviZible-master,Wiki/Screenshots/Options/Ignore system DNS,1,0
InviZible-master,Wiki/Screenshots/Options/Multi user,1,0
InviZible-master,Wiki/Screenshots/Options/VPN Hotspot,4,0
InviZible-master,Wiki/Screenshots/Options/Add DNSCrypt server,12,0
InviZible-master,Wiki/Screenshots/Options/Run Modules With Root,2,0
InviZible-master,Wiki/Screenshots/Options/Tor bridges,2,3
InviZible-master,Wiki/Screenshots/Options/Tor bridges/Requesting new bridges,10,0
InviZible-master,Wiki/Screenshots/Options/Tor bridges/Using default bridges,8,0
InviZible-master,Wiki/Screenshots/Options/Tor bridges/Adding new bridges,6,0
InviZible-master,Wiki/Screenshots/InviZible-NetGuard,14,0
InviZible-master,Wiki/Screenshots/Tor over VPN,7,0
InviZible-master,Wiki/Screenshots/InviZible-pDNSf,3,0
InviZible-master,Wiki/Screenshots/InviZible with VPN,7,0
InviZible-master,Wiki/Screenshots/Quick guide,13,0
InviZible-master,Wiki/Screenshots/InviZible-Rethink,9,0
InviZible-master,Wiki/Screenshots/How to check,9,0
InviZible-master,Wiki/Screenshots/InviZible-Tor-Firefox,4,0
InviZible-master,Wiki/Screenshots/Firewall,8,0
InviZible-master,Wiki/Screenshots/InviZible-I2P-Firefox,3,0
InviZible-master,TorBuildScript,0,0
InviZible-master,.github,1,0
InviZible-master,android-filepicker,0,0
InviZible-master,Nflog-android,0,0
InviZible-master,PurpleI2PBuildScript,0,0
InviZible-master,included_licenses,7,0
Marzban-master,.,20,4
Marzban-master,app,2,11
Marzban-master,app/xray,5,0
Marzban-master,app/subscription,7,0
Marzban-master,app/utils,9,0
Marzban-master,app/templates,2,7
Marzban-master,app/templates/subscription,1,0
Marzban-master,app/templates/mux,1,0
Marzban-master,app/templates/user_agent,2,0
Marzban-master,app/templates/v2ray,3,0
Marzban-master,app/templates/singbox,3,0
Marzban-master,app/templates/home,1,0
Marzban-master,app/templates/clash,3,0
Marzban-master,app/discord,1,1
Marzban-master,app/discord/handlers,1,0
Marzban-master,app/models,7,0
Marzban-master,app/dashboard,13,3
Marzban-master,app/dashboard/src,4,10
Marzban-master,app/dashboard/src/utils,8,0
Marzban-master,app/dashboard/src/components,27,1
Marzban-master,app/dashboard/src/components/JsonEditor,3,0
Marzban-master,app/dashboard/src/assets,2,0
Marzban-master,app/dashboard/src/locales,1,0
Marzban-master,app/dashboard/src/pages,3,0
Marzban-master,app/dashboard/src/service,1,0
Marzban-master,app/dashboard/src/constants,4,0
Marzban-master,app/dashboard/src/contexts,4,0
Marzban-master,app/dashboard/src/types,2,0
Marzban-master,app/dashboard/src/hooks,1,0
Marzban-master,app/dashboard/public,0,1
Marzban-master,app/dashboard/public/statics,0,2
Marzban-master,app/dashboard/public/statics/locales,4,0
Marzban-master,app/dashboard/public/statics/favicon,10,0
Marzban-master,app/dashboard/build,2,1
Marzban-master,app/dashboard/build/statics,9,2
Marzban-master,app/dashboard/build/statics/locales,4,0
Marzban-master,app/dashboard/build/statics/favicon,10,0
Marzban-master,app/db,4,1
Marzban-master,app/db/migrations,3,1
Marzban-master,app/db/migrations/versions,62,0
Marzban-master,app/jobs,7,0
Marzban-master,app/routers,9,0
Marzban-master,app/telegram,1,2
Marzban-master,app/telegram/utils,4,0
Marzban-master,app/telegram/handlers,3,0
Marzban-master,xray_api,5,2
Marzban-master,xray_api/proto,1,5
Marzban-master,xray_api/proto/app,0,11
Marzban-master,xray_api/proto/app/router,2,1
Marzban-master,xray_api/proto/app/router/command,2,0
Marzban-master,xray_api/proto/app/stats,2,1
Marzban-master,xray_api/proto/app/stats/command,2,0
Marzban-master,xray_api/proto/app/dns,2,1
Marzban-master,xray_api/proto/app/dns/fakedns,2,0
