donor,path,direct_surface_count,recursive_surface_count,semantic_record_ids,notes
strongswan-master,testing/tests/ikev1/xauth-rsa-eap-md5-radius/hosts/alice/etc/freeradius/3.0,2,5,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1/xauth-rsa-eap-md5-radius/hosts/alice/etc/freeradius/3.0/mods-available,1,1,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1/xauth-rsa-eap-md5-radius/hosts/alice/etc/freeradius/3.0/sites-available,2,2,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1/xauth-rsa-eap-md5-radius/hosts/carol,0,2,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1/xauth-rsa-eap-md5-radius/hosts/carol/etc,1,2,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1/xauth-rsa-eap-md5-radius/hosts/carol/etc/swanctl,1,1,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1/xauth-rsa-eap-md5-radius/hosts/moon,0,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1/xauth-rsa-eap-md5-radius/hosts/moon/etc,2,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1/xauth-rsa-eap-md5-radius/hosts/moon/etc/swanctl,1,1,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1/xauth-rsa-radius,5,16,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1/xauth-rsa-radius/hosts,0,11,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1/xauth-rsa-radius/hosts/alice,0,6,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1/xauth-rsa-radius/hosts/alice/etc,1,6,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1/xauth-rsa-radius/hosts/alice/etc/freeradius,0,5,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1/xauth-rsa-radius/hosts/alice/etc/freeradius/3.0,2,5,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1/xauth-rsa-radius/hosts/alice/etc/freeradius/3.0/mods-available,1,1,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1/xauth-rsa-radius/hosts/alice/etc/freeradius/3.0/sites-available,2,2,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1/xauth-rsa-radius/hosts/carol,0,2,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1/xauth-rsa-radius/hosts/carol/etc,1,2,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1/xauth-rsa-radius/hosts/carol/etc/swanctl,1,1,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1/xauth-rsa-radius/hosts/moon,0,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1/xauth-rsa-radius/hosts/moon/etc,2,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1/xauth-rsa-radius/hosts/moon/etc/swanctl,1,1,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-algs,0,132,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-3des-md5,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-3des-md5/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-3des-md5/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-3des-md5/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-3des-md5/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-3des-md5/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-3des-md5/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-3des-md5/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-camellia,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-camellia/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-camellia/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-camellia/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-camellia/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-camellia/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-camellia/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-camellia/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-ecp-high,5,11,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-ecp-high/hosts,0,6,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-ecp-high/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-ecp-high/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-ecp-high/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-ecp-high/hosts/dave,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-ecp-high/hosts/dave/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-ecp-high/hosts/dave/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-ecp-high/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-ecp-high/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-ecp-high/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-ecp-low,5,11,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-ecp-low/hosts,0,6,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-ecp-low/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-ecp-low/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-ecp-low/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-ecp-low/hosts/dave,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-ecp-low/hosts/dave/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-ecp-low/hosts/dave/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-ecp-low/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-ecp-low/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-ecp-low/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-modp-subgroup,5,11,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-modp-subgroup/hosts,0,6,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-modp-subgroup/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-modp-subgroup/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-modp-subgroup/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-modp-subgroup/hosts/dave,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-modp-subgroup/hosts/dave/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-modp-subgroup/hosts/dave/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-modp-subgroup/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-modp-subgroup/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-modp-subgroup/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-sha256,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-sha256/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-sha256/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-sha256/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-sha256/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-sha256/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-sha256/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-sha256/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-sha384,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-sha384/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-sha384/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-sha384/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-sha384/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-sha384/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-sha384/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-sha384/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-sha512,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-sha512/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-sha512/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-sha512/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-sha512/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-sha512/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-sha512/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/alg-sha512/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-ccm,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-ccm/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-ccm/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-ccm/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-ccm/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-ccm/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-ccm/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-ccm/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-ctr,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-ctr/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-ctr/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-ctr/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-ctr/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-ctr/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-ctr/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-ctr/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-gcm,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-gcm/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-gcm/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-gcm/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-gcm/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-gcm/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-gcm/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-gcm/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-gmac,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-gmac/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-gmac/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-gmac/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-gmac/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-gmac/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-gmac/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-gmac/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-xcbc,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-xcbc/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-xcbc/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-xcbc/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-xcbc/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-xcbc/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-xcbc/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-aes-xcbc/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-null,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-null/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-null/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-null/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-null/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-null/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-null/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-algs/esp-alg-null/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca,1,34,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/certreq-init,5,11,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/certreq-init/hosts,0,6,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/certreq-init/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/certreq-init/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/certreq-init/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/certreq-init/hosts/dave,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/certreq-init/hosts/dave/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/certreq-init/hosts/dave/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/certreq-init/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/certreq-init/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/certreq-init/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/certreq-resp,5,11,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/certreq-resp/hosts,0,6,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/certreq-resp/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/certreq-resp/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/certreq-resp/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/certreq-resp/hosts/dave,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/certreq-resp/hosts/dave/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/certreq-resp/hosts/dave/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/certreq-resp/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/certreq-resp/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/certreq-resp/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/crls,5,11,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/crls/hosts,0,6,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/crls/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/crls/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/crls/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/crls/hosts/dave,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/crls/hosts/dave/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/crls/hosts/dave/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/crls/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/crls/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-multi-ca/crls/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke,1,224,S7-008;S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/config-payload,5,11,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/config-payload/hosts,0,6,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/config-payload/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/config-payload/hosts/carol/etc,2,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/config-payload/hosts/dave,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/config-payload/hosts/dave/etc,2,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/config-payload/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/config-payload/hosts/moon/etc,2,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/config-payload-push,5,11,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/config-payload-push/hosts,0,6,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/config-payload-push/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/config-payload-push/hosts/carol/etc,2,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/config-payload-push/hosts/dave,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/config-payload-push/hosts/dave/etc,2,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/config-payload-push/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/config-payload-push/hosts/moon/etc,2,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/host2host-cert,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/host2host-cert/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/host2host-cert/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/host2host-cert/hosts/moon/etc,2,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/host2host-cert/hosts/sun,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/host2host-cert/hosts/sun/etc,2,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/host2host-transport,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/host2host-transport/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/host2host-transport/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/host2host-transport/hosts/moon/etc,2,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/host2host-transport/hosts/sun,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/host2host-transport/hosts/sun/etc,2,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/ip-pool,5,11,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/ip-pool/hosts,0,6,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/ip-pool/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/ip-pool/hosts/carol/etc,2,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/ip-pool/hosts/dave,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/ip-pool/hosts/dave/etc,2,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/ip-pool/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/ip-pool/hosts/moon/etc,2,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/ip-pool-db,5,11,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/ip-pool-db/hosts,0,6,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/ip-pool-db/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/ip-pool-db/hosts/carol/etc,2,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/ip-pool-db/hosts/dave,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/ip-pool-db/hosts/dave/etc,2,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/ip-pool-db/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/ip-pool-db/hosts/moon/etc,2,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/nat-rw,5,12,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/nat-rw/hosts,0,7,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/nat-rw/hosts/alice,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/nat-rw/hosts/alice/etc,2,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/nat-rw/hosts/sun,0,3,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/nat-rw/hosts/sun/etc,3,3,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/nat-rw/hosts/venus,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/nat-rw/hosts/venus/etc,2,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/net2net-cert,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/net2net-cert/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/net2net-cert/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/net2net-cert/hosts/moon/etc,2,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/net2net-cert/hosts/sun,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/net2net-cert/hosts/sun/etc,2,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/net2net-psk,5,11,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/net2net-psk/hosts,0,6,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/net2net-psk/hosts/moon,0,3,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/net2net-psk/hosts/moon/etc,3,3,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/net2net-psk/hosts/sun,0,3,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/net2net-psk/hosts/sun/etc,3,3,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/protoport-dual,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/protoport-dual/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/protoport-dual/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/protoport-dual/hosts/carol/etc,2,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/protoport-dual/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/protoport-dual/hosts/moon/etc,2,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/rw-cert,5,11,S7-010,descendant-accountability
