donor,path,direct_surface_count,recursive_surface_count,semantic_record_ids,notes
strongswan-master,testing/tests/ikev1-stroke/rw-cert/hosts,0,6,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/rw-cert/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/rw-cert/hosts/carol/etc,2,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/rw-cert/hosts/dave,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/rw-cert/hosts/dave/etc,2,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/rw-cert/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/rw-cert/hosts/moon/etc,2,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/rw-psk-fqdn,5,14,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/rw-psk-fqdn/hosts,0,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/rw-psk-fqdn/hosts/carol,0,3,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/rw-psk-fqdn/hosts/carol/etc,3,3,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/rw-psk-fqdn/hosts/dave,0,3,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/rw-psk-fqdn/hosts/dave/etc,3,3,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/rw-psk-fqdn/hosts/moon,0,3,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/rw-psk-fqdn/hosts/moon/etc,3,3,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/rw-psk-ipv4,5,14,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/rw-psk-ipv4/hosts,0,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/rw-psk-ipv4/hosts/carol,0,3,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/rw-psk-ipv4/hosts/carol/etc,3,3,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/rw-psk-ipv4/hosts/dave,0,3,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/rw-psk-ipv4/hosts/dave/etc,3,3,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/rw-psk-ipv4/hosts/moon,0,3,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/rw-psk-ipv4/hosts/moon/etc,3,3,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/virtual-ip,5,11,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/virtual-ip/hosts,0,6,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/virtual-ip/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/virtual-ip/hosts/carol/etc,2,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/virtual-ip/hosts/dave,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/virtual-ip/hosts/dave/etc,2,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/virtual-ip/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/virtual-ip/hosts/moon/etc,2,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-id-psk-config,5,14,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-id-psk-config/hosts,0,9,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-id-psk-config/hosts/carol,0,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-id-psk-config/hosts/carol/etc,3,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-id-psk-config/hosts/dave,0,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-id-psk-config/hosts/dave/etc,3,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-id-psk-config/hosts/moon,0,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-id-psk-config/hosts/moon/etc,3,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-id-rsa-config,5,14,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-id-rsa-config/hosts,0,9,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-id-rsa-config/hosts/carol,0,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-id-rsa-config/hosts/carol/etc,3,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-id-rsa-config/hosts/dave,0,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-id-rsa-config/hosts/dave/etc,3,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-id-rsa-config/hosts/moon,0,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-id-rsa-config/hosts/moon/etc,3,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-id-rsa-hybrid,5,14,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-id-rsa-hybrid/hosts,0,9,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-id-rsa-hybrid/hosts/carol,0,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-id-rsa-hybrid/hosts/carol/etc,3,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-id-rsa-hybrid/hosts/dave,0,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-id-rsa-hybrid/hosts/dave/etc,3,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-id-rsa-hybrid/hosts/moon,0,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-id-rsa-hybrid/hosts/moon/etc,3,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-psk,5,14,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-psk/hosts,0,9,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-psk/hosts/carol,0,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-psk/hosts/carol/etc,3,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-psk/hosts/dave,0,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-psk/hosts/dave/etc,3,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-psk/hosts/moon,0,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-psk/hosts/moon/etc,3,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-rsa,5,14,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-rsa/hosts,0,9,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-rsa/hosts/carol,0,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-rsa/hosts/carol/etc,3,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-rsa/hosts/dave,0,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-rsa/hosts/dave/etc,3,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-rsa/hosts/moon,0,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev1-stroke/xauth-rsa/hosts/moon/etc,3,3,S7-008,descendant-accountability
strongswan-master,testing/tests/ikev2,1,1698,S7-005;S7-006;S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/acert-cached,5,11,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/acert-cached/hosts,0,6,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/acert-cached/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/acert-cached/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/acert-cached/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/acert-cached/hosts/dave,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/acert-cached/hosts/dave/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/acert-cached/hosts/dave/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/acert-cached/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/acert-cached/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/acert-cached/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/acert-fallback,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/acert-fallback/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/acert-fallback/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/acert-fallback/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/acert-fallback/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/acert-fallback/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/acert-fallback/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/acert-fallback/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/acert-inline,5,11,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/acert-inline/hosts,0,6,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/acert-inline/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/acert-inline/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/acert-inline/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/acert-inline/hosts/dave,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/acert-inline/hosts/dave/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/acert-inline/hosts/dave/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/acert-inline/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/acert-inline/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/acert-inline/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/after-2038-certs,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/after-2038-certs/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/after-2038-certs/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/after-2038-certs/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/after-2038-certs/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/after-2038-certs/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/after-2038-certs/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/after-2038-certs/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/compress,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/compress/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/compress/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/compress/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/compress/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/compress/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/compress/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/compress/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/compress-nat,5,12,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/compress-nat/hosts,0,7,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/compress-nat/hosts/alice,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/compress-nat/hosts/alice/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/compress-nat/hosts/alice/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/compress-nat/hosts/bob,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/compress-nat/hosts/bob/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/compress-nat/hosts/bob/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/compress-nat/hosts/carol,0,3,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/compress-nat/hosts/carol/etc,2,3,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/compress-nat/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/config-payload,5,12,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/config-payload/hosts,0,7,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/config-payload/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/config-payload/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/config-payload/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/config-payload/hosts/dave,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/config-payload/hosts/dave/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/config-payload/hosts/dave/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/config-payload/hosts/moon,0,3,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/config-payload/hosts/moon/etc,1,3,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/config-payload/hosts/moon/etc/swanctl,2,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/critical-extension,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/critical-extension/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/critical-extension/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/critical-extension/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/critical-extension/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/critical-extension/hosts/sun,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/critical-extension/hosts/sun/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/critical-extension/hosts/sun/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/crl-from-cache,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/crl-from-cache/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/crl-from-cache/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/crl-from-cache/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/crl-from-cache/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/crl-from-cache/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/crl-from-cache/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/crl-from-cache/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/crl-ldap,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/crl-ldap/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/crl-ldap/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/crl-ldap/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/crl-ldap/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/crl-ldap/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/crl-ldap/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/crl-ldap/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/crl-revoked,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/crl-revoked/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/crl-revoked/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/crl-revoked/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/crl-revoked/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
